Bacteria,Spec_Type,Resistant_Drug_Classes,ACF_Lag12,Seasonal_Strength,Has_Seasonality_ACF,Has_Seasonality_Strength
E faecalis ur,ur,"FLUOROQUINOLONES, MACROLIDES, TETRACYCLINES",0.7560091672056991,0.0,True,False
E faecalis ur,ur,"MACROLIDES, PHENICOLS, TETRACYCLINES",0.7300023495648738,0.0,True,False
E faecium bl,bl,"FLUOROQUINOLONES, GLYCOPEPTIDES, LIPOGLYCOPEPTIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",0.6769682726204463,0.0,True,False
E faecium bl,bl,"FLUOROQUINOLONES, MACROLIDES, PENICILLINS",0.7000000000000001,0.0,True,False
E faecium bl,bl,"FLUOROQUINOLONES, MACROLIDES, PENICILLINS, TETRACYCLINES",-0.0034482758620689898,0.338859987928943,False,True
E faecium fl,fl,"FLUOROQUINOLONES, GLYCOPEPTIDES, LIPOGLYCOPEPTIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",0.7000000000000001,0.0,True,False
E faecium ps,ps,"FLUOROQUINOLONES, MACROLIDES, PENICILLINS",0.7000000000000001,0.0,True,False
E faecium ps,ps,"FLUOROQUINOLONES, MACROLIDES, PENICILLINS, TETRACYCLINES",-0.0025641025641025663,0.0,False,False
E faecium sp,sp,"FLUOROQUINOLONES, MACROLIDES, PENICILLINS, TETRACYCLINES",0.7000000000000001,0.0,True,False
E faecium ur,ur,"FLUOROQUINOLONES, GLYCOPEPTIDES, LIPOGLYCOPEPTIDES, MACROLIDES, PENICILLINS, PHENICOLS, TETRACYCLINES",0.4041687711255292,2.1924526760752627e-06,False,False
E faecium ur,ur,"FLUOROQUINOLONES, GLYCOPEPTIDES, LIPOGLYCOPEPTIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",0.6783897018481675,0.0,True,False
E faecium ur,ur,"FLUOROQUINOLONES, MACROLIDES, PENICILLINS",0.7077561122269149,3.4481257881191496e-06,True,False
E faecium ur,ur,"FLUOROQUINOLONES, MACROLIDES, PENICILLINS, TETRACYCLINES",0.6913034466429617,0.006127593398645326,True,False
E faecium ur,ur,"MACROLIDES, PENICILLINS, TETRACYCLINES",0.6829319419133811,0.0,True,False
K pneumoniae bl,bl,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",0.3945944802059017,0.07211558943661722,False,False
K pneumoniae bl,bl,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",0.3202290469971474,0.10148688389242999,False,False
K pneumoniae bl,bl,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",0.35149417183726395,0.0,False,False
K pneumoniae bl,bl,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",0.002633496789024752,0.2126784802095555,False,False
K pneumoniae bl,bl,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",0.08767500401323064,0.22696249416151493,False,False
K pneumoniae ps,ps,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",0.43225577486196354,0.21125590356206447,False,False
K pneumoniae ps,ps,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",0.3262834488313981,0.15141739281345978,False,False
K pneumoniae ps,ps,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",0.3518702366060867,0.2877357660718862,False,False
K pneumoniae ps,ps,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",0.15168218503546022,0.16451388989714055,False,False
K pneumoniae ps,ps,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",0.13040807689345657,0.14782119157681628,False,False
K pneumoniae sp,sp,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",0.6646371762080489,0.2951515925706357,True,False
K pneumoniae sp,sp,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",0.6266418304484141,0.0880874186532068,True,False
K pneumoniae sp,sp,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",0.5764901367354232,0.15348836207987349,True,False
K pneumoniae sp,sp,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",-0.018387009071141897,0.13968894953786792,False,False
K pneumoniae sp,sp,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",0.15567819551768225,0.16984120630047927,False,False
K pneumoniae uc,uc,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",0.2254591854905069,0.2018115886339482,False,False
K pneumoniae uc,uc,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",-0.0009528099201365888,0.07877921248678454,False,False
K pneumoniae uc,uc,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",0.4745172009510827,0.04327872913641462,False,False
K pneumoniae uc,uc,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",0.2042166699991747,0.13347492902436275,False,False
K pneumoniae uc,uc,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",0.16389384619104055,0.01143872739641072,False,False
K pneumoniae ur,ur,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",0.6027089277717607,0.1332053790913048,True,False
K pneumoniae ur,ur,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",0.570335319565842,0.3515443364858559,True,True
K pneumoniae ur,ur,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",0.5147850891821979,0.20685462394282705,True,False
K pneumoniae ur,ur,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",-0.09774200638211057,0.06471193195091662,False,False
K pneumoniae ur,ur,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",0.34007236445373673,0.23866740854506951,False,False
P aeruginosa bl,bl,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",0.3330249781946984,0.0,False,False
P aeruginosa bl,bl,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",0.09098771798575594,0.013289979773486449,False,False
P aeruginosa bl,bl,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",0.39181734116850836,0.0,False,False
P aeruginosa bl,bl,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",0.16193282225485953,0.07303504419602358,False,False
P aeruginosa bl,bl,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",0.5774283547105522,0.009928894179828673,True,False
P aeruginosa ot,ot,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",0.3124300359228325,0.04464434261038297,False,False
P aeruginosa ot,ot,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",0.42243994575158383,0.26103148011079724,False,False
P aeruginosa ot,ot,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",0.45525867242158635,0.043171028233644604,False,False
P aeruginosa ot,ot,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",0.3863209890869831,0.0,False,False
P aeruginosa ot,ot,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",0.4287513017399038,0.0,False,False
P aeruginosa ps,ps,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",0.206721488498548,0.0655838268355492,False,False
P aeruginosa ps,ps,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",0.1306899543041644,0.17065539891323434,False,False
P aeruginosa ps,ps,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",0.06318715161434614,0.023838108237975053,False,False
P aeruginosa ps,ps,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",0.0971824873465199,0.0,False,False
P aeruginosa ps,ps,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",-0.011653996100498505,0.0,False,False
P aeruginosa sp,sp,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",0.061538802300562905,0.16835323481356146,False,False
P aeruginosa sp,sp,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",-0.12902203609954385,0.1024373217566491,False,False
P aeruginosa sp,sp,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",0.31598312844151233,0.17937452195120063,False,False
P aeruginosa sp,sp,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",0.23670466311917704,0.06648344455510924,False,False
P aeruginosa sp,sp,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",0.29975178029761423,0.12941146373676382,False,False
P aeruginosa ur,ur,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",0.18062609478394853,0.12889620194313411,False,False
P aeruginosa ur,ur,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",0.10247136330384869,0.28440681162121184,False,False
P aeruginosa ur,ur,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",0.05022150738621144,0.0,False,False
P aeruginosa ur,ur,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",0.18251482073485864,0.0,False,False
P aeruginosa ur,ur,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",0.22000856954383585,0.026843004881076826,False,False
S aureus bl,bl,"AMINOGLYCOSIDES, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",0.10108996720230636,0.0,False,False
S aureus bl,bl,"AMINOGLYCOSIDES, FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",0.39927760233815923,0.0,False,False
S aureus bl,bl,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",0.2006264546895676,0.0,False,False
S aureus bl,bl,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",0.2992358171818863,0.021521945429715084,False,False
S aureus bl,bl,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",0.05404069871255949,0.017719592675888407,False,False
S aureus ot,ot,"AMINOGLYCOSIDES, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",0.6378690629011553,0.0,True,False
S aureus ot,ot,"AMINOGLYCOSIDES, FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",0.713613342752489,0.00030560290539272117,True,False
S aureus ot,ot,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",0.6040892524308636,3.5095375209293067e-06,True,False
S aureus ot,ot,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",0.6717584060478846,0.053141897143274996,True,False
S aureus ot,ot,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",0.30721310452337264,0.021390710927714274,False,False
S aureus ps,ps,"AMINOGLYCOSIDES, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",-0.004079969202533325,0.0,False,False
S aureus ps,ps,"AMINOGLYCOSIDES, FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",0.6250911462596295,0.0,True,False
S aureus ps,ps,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",0.31841341597670964,0.051583604088379365,False,False
S aureus ps,ps,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",0.14157245270763671,0.0,False,False
S aureus ps,ps,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",0.1478373402708582,0.0027840991538354842,False,False
S aureus sp,sp,"AMINOGLYCOSIDES, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",-0.09479101833615447,0.0,False,False
S aureus sp,sp,"AMINOGLYCOSIDES, FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",0.276368500668683,0.012977124295131537,False,False
S aureus sp,sp,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",0.15632594173403863,0.0,False,False
S aureus sp,sp,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",0.4122847434838178,0.2128959335228101,False,False
S aureus sp,sp,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",0.24410947105663974,0.003142402332729999,False,False
S aureus ur,ur,"AMINOGLYCOSIDES, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",0.3047307150951272,0.0,False,False
S aureus ur,ur,"AMINOGLYCOSIDES, FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",0.7291612061136212,0.0,True,False
S aureus ur,ur,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",0.6471192071538638,0.032292888227513084,True,False
S aureus ur,ur,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",0.2351708672456093,0.0,False,False
S aureus ur,ur,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",0.6666867820814857,0.0,True,False
