organism_full,year,month,Resistant_Drug_Classes,pattern_count,total_rows_in_month,percentage
Pseudomonas aeruginosa ,2016,10,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",8,12,66.67
Pseudomonas aeruginosa ,2016,10,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",2,12,16.67
Pseudomonas aeruginosa ,2016,10,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,12,8.33
Pseudomonas aeruginosa ,2016,11,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",8,12,66.67
Pseudomonas aeruginosa ,2016,11,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",3,12,25.0
Pseudomonas aeruginosa ,2016,11,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,12,8.33
Pseudomonas aeruginosa ,2016,12,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,1,100.0
Pseudomonas aeruginosa ,2017,1,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,2,50.0
Pseudomonas aeruginosa ,2017,1,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,2,50.0
Pseudomonas aeruginosa ,2017,2,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,1,100.0
Pseudomonas aeruginosa ,2017,4,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",2,2,100.0
Pseudomonas aeruginosa ,2017,5,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",3,3,100.0
Pseudomonas aeruginosa ,2017,6,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,2,50.0
Pseudomonas aeruginosa ,2017,6,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,2,50.0
Pseudomonas aeruginosa ,2018,1,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,1,100.0
Pseudomonas aeruginosa ,2018,3,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",2,3,66.67
Pseudomonas aeruginosa ,2018,4,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,1,100.0
Pseudomonas aeruginosa ,2018,5,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,2,50.0
Pseudomonas aeruginosa ,2018,6,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,3,33.33
Pseudomonas aeruginosa ,2018,7,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",2,3,66.67
Pseudomonas aeruginosa ,2018,8,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",7,13,53.85
Pseudomonas aeruginosa ,2018,8,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",3,13,23.08
Pseudomonas aeruginosa ,2018,9,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",3,6,50.0
Pseudomonas aeruginosa ,2018,9,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,6,16.67
Pseudomonas aeruginosa ,2018,9,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,6,16.67
Pseudomonas aeruginosa ,2018,10,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",3,6,50.0
Pseudomonas aeruginosa ,2018,10,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",2,6,33.33
Pseudomonas aeruginosa ,2018,11,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",3,9,33.33
Pseudomonas aeruginosa ,2018,11,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",3,9,33.33
Pseudomonas aeruginosa ,2018,12,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",4,5,80.0
Pseudomonas aeruginosa ,2018,12,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,5,20.0
Pseudomonas aeruginosa ,2019,1,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",21,40,52.5
Pseudomonas aeruginosa ,2019,1,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",7,40,17.5
Pseudomonas aeruginosa ,2019,1,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",4,40,10.0
Pseudomonas aeruginosa ,2019,1,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",3,40,7.5
Pseudomonas aeruginosa ,2019,2,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",9,22,40.91
Pseudomonas aeruginosa ,2019,2,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",4,22,18.18
Pseudomonas aeruginosa ,2019,2,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",3,22,13.64
Pseudomonas aeruginosa ,2019,2,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",3,22,13.64
Pseudomonas aeruginosa ,2019,2,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,22,4.55
Pseudomonas aeruginosa ,2019,3,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",13,26,50.0
Pseudomonas aeruginosa ,2019,3,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",8,26,30.77
Pseudomonas aeruginosa ,2019,3,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",2,26,7.69
Pseudomonas aeruginosa ,2019,3,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",1,26,3.85
Pseudomonas aeruginosa ,2019,3,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,26,3.85
Pseudomonas aeruginosa ,2019,4,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",20,44,45.45
Pseudomonas aeruginosa ,2019,4,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",6,44,13.64
Pseudomonas aeruginosa ,2019,4,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",6,44,13.64
Pseudomonas aeruginosa ,2019,4,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",3,44,6.82
Pseudomonas aeruginosa ,2019,4,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",2,44,4.55
Pseudomonas aeruginosa ,2019,5,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",24,44,54.55
Pseudomonas aeruginosa ,2019,5,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",7,44,15.91
Pseudomonas aeruginosa ,2019,5,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",7,44,15.91
Pseudomonas aeruginosa ,2019,5,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,44,2.27
Pseudomonas aeruginosa ,2019,6,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",32,51,62.75
Pseudomonas aeruginosa ,2019,6,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",4,51,7.84
Pseudomonas aeruginosa ,2019,6,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",3,51,5.88
Pseudomonas aeruginosa ,2019,6,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",3,51,5.88
Pseudomonas aeruginosa ,2019,6,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",2,51,3.92
Pseudomonas aeruginosa ,2019,7,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",42,62,67.74
Pseudomonas aeruginosa ,2019,7,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",9,62,14.52
Pseudomonas aeruginosa ,2019,7,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",3,62,4.84
Pseudomonas aeruginosa ,2019,7,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",2,62,3.23
Pseudomonas aeruginosa ,2019,7,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",2,62,3.23
Pseudomonas aeruginosa ,2019,8,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",32,66,48.48
Pseudomonas aeruginosa ,2019,8,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",8,66,12.12
Pseudomonas aeruginosa ,2019,8,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",8,66,12.12
Pseudomonas aeruginosa ,2019,8,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",4,66,6.06
Pseudomonas aeruginosa ,2019,8,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",3,66,4.55
Pseudomonas aeruginosa ,2019,9,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",30,53,56.6
Pseudomonas aeruginosa ,2019,9,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",8,53,15.09
Pseudomonas aeruginosa ,2019,9,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",5,53,9.43
Pseudomonas aeruginosa ,2019,9,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",2,53,3.77
Pseudomonas aeruginosa ,2019,9,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",1,53,1.89
Pseudomonas aeruginosa ,2019,10,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",23,36,63.89
Pseudomonas aeruginosa ,2019,10,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",4,36,11.11
Pseudomonas aeruginosa ,2019,10,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",3,36,8.33
Pseudomonas aeruginosa ,2019,10,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",2,36,5.56
Pseudomonas aeruginosa ,2019,10,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",1,36,2.78
Pseudomonas aeruginosa ,2019,11,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",14,28,50.0
Pseudomonas aeruginosa ,2019,11,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",9,28,32.14
Pseudomonas aeruginosa ,2019,11,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",2,28,7.14
Pseudomonas aeruginosa ,2019,11,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,28,3.57
Pseudomonas aeruginosa ,2019,12,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",20,37,54.05
Pseudomonas aeruginosa ,2019,12,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",3,37,8.11
Pseudomonas aeruginosa ,2019,12,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",3,37,8.11
Pseudomonas aeruginosa ,2019,12,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",3,37,8.11
Pseudomonas aeruginosa ,2019,12,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",3,37,8.11
Pseudomonas aeruginosa ,2020,1,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",135,257,52.53
Pseudomonas aeruginosa ,2020,1,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",30,257,11.67
Pseudomonas aeruginosa ,2020,1,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",24,257,9.34
Pseudomonas aeruginosa ,2020,1,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",14,257,5.45
Pseudomonas aeruginosa ,2020,1,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",9,257,3.5
Pseudomonas aeruginosa ,2020,2,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",91,180,50.56
Pseudomonas aeruginosa ,2020,2,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",26,180,14.44
Pseudomonas aeruginosa ,2020,2,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",14,180,7.78
Pseudomonas aeruginosa ,2020,2,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",12,180,6.67
Pseudomonas aeruginosa ,2020,2,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",9,180,5.0
Pseudomonas aeruginosa ,2020,3,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",59,126,46.83
Pseudomonas aeruginosa ,2020,3,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",16,126,12.7
Pseudomonas aeruginosa ,2020,3,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",14,126,11.11
Pseudomonas aeruginosa ,2020,3,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",5,126,3.97
Pseudomonas aeruginosa ,2020,3,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",4,126,3.17
Pseudomonas aeruginosa ,2020,4,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",40,102,39.22
Pseudomonas aeruginosa ,2020,4,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",13,102,12.75
Pseudomonas aeruginosa ,2020,4,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",12,102,11.76
Pseudomonas aeruginosa ,2020,4,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",11,102,10.78
Pseudomonas aeruginosa ,2020,4,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",7,102,6.86
Pseudomonas aeruginosa ,2020,5,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",52,121,42.98
Pseudomonas aeruginosa ,2020,5,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",14,121,11.57
Pseudomonas aeruginosa ,2020,5,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",13,121,10.74
Pseudomonas aeruginosa ,2020,5,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",12,121,9.92
Pseudomonas aeruginosa ,2020,5,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",6,121,4.96
Pseudomonas aeruginosa ,2020,6,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",60,132,45.45
Pseudomonas aeruginosa ,2020,6,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",13,132,9.85
Pseudomonas aeruginosa ,2020,6,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",11,132,8.33
Pseudomonas aeruginosa ,2020,6,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",10,132,7.58
Pseudomonas aeruginosa ,2020,6,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",6,132,4.55
Pseudomonas aeruginosa ,2020,7,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",86,149,57.72
Pseudomonas aeruginosa ,2020,7,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",17,149,11.41
Pseudomonas aeruginosa ,2020,7,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",9,149,6.04
Pseudomonas aeruginosa ,2020,7,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",9,149,6.04
Pseudomonas aeruginosa ,2020,7,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",7,149,4.7
Pseudomonas aeruginosa ,2020,8,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",79,147,53.74
Pseudomonas aeruginosa ,2020,8,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",18,147,12.24
Pseudomonas aeruginosa ,2020,8,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",9,147,6.12
Pseudomonas aeruginosa ,2020,8,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",8,147,5.44
Pseudomonas aeruginosa ,2020,8,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",6,147,4.08
Pseudomonas aeruginosa ,2020,9,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",86,155,55.48
Pseudomonas aeruginosa ,2020,9,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",17,155,10.97
Pseudomonas aeruginosa ,2020,9,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",14,155,9.03
Pseudomonas aeruginosa ,2020,9,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",10,155,6.45
Pseudomonas aeruginosa ,2020,9,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",7,155,4.52
Pseudomonas aeruginosa ,2020,10,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",98,199,49.25
Pseudomonas aeruginosa ,2020,10,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",23,199,11.56
Pseudomonas aeruginosa ,2020,10,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",14,199,7.04
Pseudomonas aeruginosa ,2020,10,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",11,199,5.53
Pseudomonas aeruginosa ,2020,10,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",8,199,4.02
Pseudomonas aeruginosa ,2020,11,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",72,165,43.64
Pseudomonas aeruginosa ,2020,11,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",20,165,12.12
Pseudomonas aeruginosa ,2020,11,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",19,165,11.52
Pseudomonas aeruginosa ,2020,11,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",12,165,7.27
Pseudomonas aeruginosa ,2020,11,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",6,165,3.64
Pseudomonas aeruginosa ,2020,12,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",68,150,45.33
Pseudomonas aeruginosa ,2020,12,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",17,150,11.33
Pseudomonas aeruginosa ,2020,12,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",12,150,8.0
Pseudomonas aeruginosa ,2020,12,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",10,150,6.67
Pseudomonas aeruginosa ,2020,12,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",8,150,5.33
Pseudomonas aeruginosa ,2021,1,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",114,276,41.3
Pseudomonas aeruginosa ,2021,1,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",33,276,11.96
Pseudomonas aeruginosa ,2021,1,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",28,276,10.14
Pseudomonas aeruginosa ,2021,1,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",24,276,8.7
Pseudomonas aeruginosa ,2021,1,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",23,276,8.33
