organism_full,year_val,month_val,count_R,count_S,total_count,percent_R
Enterococcus faecalis,2022,9,450,370,820,54.88
Enterococcus faecalis,2022,10,391,422,813,48.09
Enterococcus faecalis,2022,11,377,403,780,48.33
Enterococcus faecalis,2022,12,366,433,799,45.81
Enterococcus faecalis,2023,1,836,869,1705,49.03
Enterococcus faecalis,2023,2,746,772,1518,49.14
Enterococcus faecalis,2023,3,803,871,1674,47.97
Enterococcus faecalis,2023,4,734,720,1454,50.48
Enterococcus faecalis,2023,5,813,858,1671,48.65
Enterococcus faecalis,2023,6,733,802,1535,47.75
Enterococcus faecalis,2023,7,724,805,1529,47.35
Enterococcus faecalis,2023,8,685,836,1521,45.04
Enterococcus faecalis,2023,9,626,806,1432,43.72
Enterococcus faecalis,2023,10,610,854,1464,41.67
Enterococcus faecalis,2023,11,654,699,1353,48.34
Enterococcus faecalis,2023,12,591,727,1318,44.84
Enterococcus faecalis,2024,1,689,883,1572,43.83
Enterococcus faecalis,2024,2,673,785,1458,46.16
Enterococcus faecalis,2024,3,726,777,1503,48.3
Enterococcus faecalis,2024,4,738,716,1454,50.76
Enterococcus faecalis,2024,5,733,736,1469,49.9
Enterococcus faecalis,2024,6,652,670,1322,49.32
Enterococcus faecalis,2024,7,660,675,1335,49.44
Enterococcus faecalis,2024,8,704,634,1338,52.62
Enterococcus faecalis,2024,9,639,630,1269,50.35
Enterococcus faecalis,2024,10,666,688,1354,49.19
Enterococcus faecalis,2024,11,589,589,1178,50.0
Enterococcus faecalis,2024,12,641,638,1279,50.12
