organism_full,year_val,month_val,count_R,count_S,total_count,percent_R
Salmonella spp.,2019,8,34,251,285,11.93
Salmonella spp.,2019,9,28,253,281,9.96
Salmonella spp.,2019,10,33,289,322,10.25
Salmonella spp.,2019,11,14,213,227,6.17
Salmonella spp.,2019,12,24,174,198,12.12
Salmonella spp.,2020,1,37,234,271,13.65
Salmonella spp.,2020,2,28,181,209,13.4
Salmonella spp.,2020,3,15,185,200,7.5
Salmonella spp.,2020,4,18,135,153,11.76
Salmonella spp.,2020,5,22,183,205,10.73
Salmonella spp.,2020,6,39,201,240,16.25
Salmonella spp.,2020,7,51,212,263,19.39
Salmonella spp.,2020,8,42,205,247,17.0
Salmonella spp.,2020,9,30,196,226,13.27
Salmonella spp.,2020,10,25,222,247,10.12
Salmonella spp.,2020,11,35,187,222,15.77
Salmonella spp.,2020,12,21,160,181,11.6
Salmonella spp.,2021,1,23,137,160,14.37
Salmonella spp.,2021,2,22,138,160,13.75
Salmonella spp.,2021,3,24,199,223,10.76
Salmonella spp.,2021,4,24,189,213,11.27
Salmonella spp.,2021,5,19,161,180,10.56
Salmonella spp.,2021,6,32,189,221,14.48
Salmonella spp.,2021,7,20,129,149,13.42
Salmonella spp.,2021,8,25,136,161,15.53
Salmonella spp.,2021,9,25,137,162,15.43
Salmonella spp.,2021,10,21,198,219,9.59
Salmonella spp.,2021,11,16,152,168,9.52
Salmonella spp.,2021,12,19,116,135,14.07
Salmonella spp.,2022,1,12,109,121,9.92
Salmonella spp.,2022,2,8,123,131,6.11
Salmonella spp.,2022,3,18,144,162,11.11
Salmonella spp.,2022,4,12,137,149,8.05
Salmonella spp.,2022,5,36,133,169,21.3
Salmonella spp.,2022,6,28,146,174,16.09
Salmonella spp.,2022,7,2,78,80,2.5
Salmonella spp.,2022,8,3,69,72,4.17
Salmonella spp.,2022,9,3,88,91,3.3
Salmonella spp.,2022,10,7,88,95,7.37
Salmonella spp.,2022,11,9,97,106,8.49
Salmonella spp.,2022,12,4,72,76,5.26
Salmonella spp.,2023,1,15,150,165,9.09
Salmonella spp.,2023,2,13,173,186,6.99
Salmonella spp.,2023,3,11,182,193,5.7
Salmonella spp.,2023,4,16,209,225,7.11
Salmonella spp.,2023,5,17,215,232,7.33
Salmonella spp.,2023,6,13,214,227,5.73
Salmonella spp.,2023,7,14,156,170,8.24
Salmonella spp.,2023,8,16,202,218,7.34
Salmonella spp.,2023,9,15,154,169,8.88
Salmonella spp.,2023,10,16,151,167,9.58
Salmonella spp.,2023,11,15,117,132,11.36
Salmonella spp.,2023,12,15,128,143,10.49
Salmonella spp.,2024,1,13,116,129,10.08
Salmonella spp.,2024,2,12,143,155,7.74
Salmonella spp.,2024,3,18,177,195,9.23
Salmonella spp.,2024,4,24,170,194,12.37
Salmonella spp.,2024,5,18,240,258,6.98
Salmonella spp.,2024,6,27,153,180,15.0
Salmonella spp.,2024,7,26,181,207,12.56
Salmonella spp.,2024,8,17,143,160,10.62
Salmonella spp.,2024,9,20,138,158,12.66
Salmonella spp.,2024,10,20,148,168,11.9
Salmonella spp.,2024,11,17,138,155,10.97
Salmonella spp.,2024,12,11,85,96,11.46
