organism_full,year_val,month_val,count_R,count_S,total_count,percent_R
Acinetobacter baumannii,2019,10,3130,549,3679,85.08
Acinetobacter baumannii,2019,11,2693,464,3157,85.3
Acinetobacter baumannii,2019,12,2695,365,3060,88.07
Acinetobacter baumannii,2020,1,4073,341,4414,92.27
Acinetobacter baumannii,2020,2,2539,233,2772,91.59
Acinetobacter baumannii,2020,3,2578,285,2863,90.05
Acinetobacter baumannii,2020,4,2115,237,2352,89.92
Acinetobacter baumannii,2020,5,2735,280,3015,90.71
Acinetobacter baumannii,2020,6,2576,359,2935,87.77
Acinetobacter baumannii,2020,7,2663,284,2947,90.36
Acinetobacter baumannii,2020,8,2948,313,3261,90.4
Acinetobacter baumannii,2020,9,2749,373,3122,88.05
Acinetobacter baumannii,2020,10,2895,303,3198,90.53
Acinetobacter baumannii,2020,11,2818,279,3097,90.99
Acinetobacter baumannii,2020,12,2766,226,2992,92.45
Acinetobacter baumannii,2021,1,3538,151,3689,95.91
Acinetobacter baumannii,2021,2,2950,158,3108,94.92
Acinetobacter baumannii,2021,3,3455,198,3653,94.58
Acinetobacter baumannii,2021,4,3226,213,3439,93.81
Acinetobacter baumannii,2021,5,3296,233,3529,93.4
Acinetobacter baumannii,2021,6,3299,216,3515,93.85
Acinetobacter baumannii,2021,7,3257,218,3475,93.73
Acinetobacter baumannii,2021,8,3415,220,3635,93.95
Acinetobacter baumannii,2021,9,3017,234,3251,92.8
Acinetobacter baumannii,2021,10,3107,195,3302,94.09
Acinetobacter baumannii,2021,11,2905,185,3090,94.01
Acinetobacter baumannii,2021,12,2842,157,2999,94.76
Acinetobacter baumannii,2022,1,3281,249,3530,92.95
Acinetobacter baumannii,2022,2,2614,228,2842,91.98
Acinetobacter baumannii,2022,3,3073,322,3395,90.52
Acinetobacter baumannii,2022,4,3163,413,3576,88.45
Acinetobacter baumannii,2022,5,3125,407,3532,88.48
Acinetobacter baumannii,2022,6,2996,465,3461,86.56
Acinetobacter baumannii,2022,7,2139,321,2460,86.95
Acinetobacter baumannii,2022,8,2126,339,2465,86.25
Acinetobacter baumannii,2022,9,2176,279,2455,88.64
Acinetobacter baumannii,2022,10,2103,276,2379,88.4
Acinetobacter baumannii,2022,11,1889,212,2101,89.91
Acinetobacter baumannii,2022,12,1824,185,2009,90.79
Acinetobacter baumannii,2023,1,4073,293,4366,93.29
Acinetobacter baumannii,2023,2,3206,271,3477,92.21
Acinetobacter baumannii,2023,3,3315,308,3623,91.5
Acinetobacter baumannii,2023,4,3228,414,3642,88.63
Acinetobacter baumannii,2023,5,3503,442,3945,88.8
Acinetobacter baumannii,2023,6,3253,408,3661,88.86
Acinetobacter baumannii,2023,7,3044,367,3411,89.24
Acinetobacter baumannii,2023,8,3129,365,3494,89.55
Acinetobacter baumannii,2023,9,3019,365,3384,89.21
Acinetobacter baumannii,2023,10,3354,413,3767,89.04
Acinetobacter baumannii,2023,11,2782,290,3072,90.56
Acinetobacter baumannii,2023,12,2866,296,3162,90.64
Acinetobacter baumannii,2024,1,3275,249,3524,92.93
Acinetobacter baumannii,2024,2,2919,233,3152,92.61
Acinetobacter baumannii,2024,3,2964,224,3188,92.97
Acinetobacter baumannii,2024,4,3091,245,3336,92.66
Acinetobacter baumannii,2024,5,3146,235,3381,93.05
Acinetobacter baumannii,2024,6,2851,250,3101,91.94
Acinetobacter baumannii,2024,7,2959,265,3224,91.78
Acinetobacter baumannii,2024,8,3074,303,3377,91.03
Acinetobacter baumannii,2024,9,2854,222,3076,92.78
Acinetobacter baumannii,2024,10,2927,263,3190,91.76
Acinetobacter baumannii,2024,11,2425,189,2614,92.77
Acinetobacter baumannii,2024,12,2397,178,2575,93.09
Enterococcus faecalis,2015,1,40,189,229,17.47
Enterococcus faecalis,2015,2,40,222,262,15.27
Enterococcus faecalis,2015,3,19,187,206,9.22
Enterococcus faecalis,2015,4,29,233,262,11.07
Enterococcus faecalis,2015,5,41,211,252,16.27
Enterococcus faecalis,2015,6,53,229,282,18.79
Enterococcus faecalis,2015,7,69,210,279,24.73
Enterococcus faecalis,2015,8,54,206,260,20.77
Enterococcus faecalis,2015,9,37,204,241,15.35
Enterococcus faecalis,2015,10,27,191,218,12.39
Enterococcus faecalis,2015,11,23,191,214,10.75
Enterococcus faecalis,2015,12,60,186,246,24.39
Enterococcus faecalis,2016,1,68,344,412,16.5
Enterococcus faecalis,2016,2,58,388,446,13.0
Enterococcus faecalis,2016,3,54,382,436,12.39
Enterococcus faecalis,2016,4,66,398,464,14.22
Enterococcus faecalis,2016,5,44,360,404,10.89
Enterococcus faecalis,2016,6,46,395,441,10.43
Enterococcus faecalis,2016,7,48,381,429,11.19
Enterococcus faecalis,2016,8,52,377,429,12.12
Enterococcus faecalis,2016,9,53,333,386,13.73
Enterococcus faecalis,2016,10,56,411,467,11.99
Enterococcus faecalis,2016,11,56,344,400,14.0
Enterococcus faecalis,2016,12,40,356,396,10.1
Enterococcus faecalis,2017,1,114,563,677,16.84
Enterococcus faecalis,2017,2,116,592,708,16.38
Enterococcus faecalis,2017,3,145,650,795,18.24
Enterococcus faecalis,2017,4,122,641,763,15.99
Enterococcus faecalis,2017,5,124,646,770,16.1
Enterococcus faecalis,2017,6,132,633,765,17.25
Enterococcus faecalis,2017,7,139,649,788,17.64
Enterococcus faecalis,2017,8,168,648,816,20.59
Enterococcus faecalis,2017,9,144,606,750,19.2
Enterococcus faecalis,2017,10,123,674,797,15.43
Enterococcus faecalis,2017,11,151,608,759,19.89
Enterococcus faecalis,2017,12,146,694,840,17.38
Enterococcus faecalis,2018,1,185,695,880,21.02
Enterococcus faecalis,2018,2,170,558,728,23.35
Enterococcus faecalis,2018,3,222,758,980,22.65
Enterococcus faecalis,2018,4,204,682,886,23.02
Enterococcus faecalis,2018,5,248,748,996,24.9
Enterococcus faecalis,2018,6,251,774,1025,24.49
Enterococcus faecalis,2018,7,233,757,990,23.54
Enterococcus faecalis,2018,8,223,718,941,23.7
Enterococcus faecalis,2018,9,182,701,883,20.61
Enterococcus faecalis,2018,10,208,612,820,25.37
Enterococcus faecalis,2018,11,232,619,851,27.26
Enterococcus faecalis,2018,12,302,603,905,33.37
Enterococcus faecalis,2019,1,553,1173,1726,32.04
Enterococcus faecalis,2019,2,442,1011,1453,30.42
Enterococcus faecalis,2019,3,491,1157,1648,29.79
Enterococcus faecalis,2019,4,491,1080,1571,31.25
Enterococcus faecalis,2019,5,552,1102,1654,33.37
Enterococcus faecalis,2019,6,484,1017,1501,32.25
Enterococcus faecalis,2019,7,470,1095,1565,30.03
Enterococcus faecalis,2019,8,436,1068,1504,28.99
Enterococcus faecalis,2019,9,447,1124,1571,28.45
Enterococcus faecalis,2019,10,415,1198,1613,25.73
Enterococcus faecalis,2019,11,360,1111,1471,24.47
Enterococcus faecalis,2019,12,366,984,1350,27.11
Enterococcus faecalis,2020,1,633,1278,1911,33.12
Enterococcus faecalis,2020,2,538,973,1511,35.61
Enterococcus faecalis,2020,3,559,903,1462,38.24
Enterococcus faecalis,2020,4,419,723,1142,36.69
Enterococcus faecalis,2020,5,507,927,1434,35.36
Enterococcus faecalis,2020,6,509,936,1445,35.22
Enterococcus faecalis,2020,7,635,828,1463,43.4
Enterococcus faecalis,2020,8,658,918,1576,41.75
Enterococcus faecalis,2020,9,629,892,1521,41.35
Enterococcus faecalis,2020,10,669,917,1586,42.18
Enterococcus faecalis,2020,11,609,922,1531,39.78
Enterococcus faecalis,2020,12,584,925,1509,38.7
Enterococcus faecalis,2021,1,715,963,1678,42.61
Enterococcus faecalis,2021,2,648,880,1528,42.41
Enterococcus faecalis,2021,3,749,971,1720,43.55
Enterococcus faecalis,2021,4,658,842,1500,43.87
Enterococcus faecalis,2021,5,653,881,1534,42.57
Enterococcus faecalis,2021,6,642,921,1563,41.07
Enterococcus faecalis,2021,7,536,782,1318,40.67
Enterococcus faecalis,2021,8,549,764,1313,41.81
Enterococcus faecalis,2021,9,542,795,1337,40.54
Enterococcus faecalis,2021,10,547,731,1278,42.8
Enterococcus faecalis,2021,11,551,726,1277,43.15
Enterococcus faecalis,2021,12,553,775,1328,41.64
Enterococcus faecalis,2022,1,683,743,1426,47.9
Enterococcus faecalis,2022,2,597,627,1224,48.77
Enterococcus faecalis,2022,3,713,655,1368,52.12
Enterococcus faecalis,2022,4,580,538,1118,51.88
Enterococcus faecalis,2022,5,649,555,1204,53.9
Enterococcus faecalis,2022,6,610,650,1260,48.41
Enterococcus faecalis,2022,7,360,494,854,42.15
Enterococcus faecalis,2022,8,448,440,888,50.45
Enterococcus faecalis,2022,9,450,370,820,54.88
Enterococcus faecalis,2022,10,391,422,813,48.09
Enterococcus faecalis,2022,11,377,403,780,48.33
Enterococcus faecalis,2022,12,366,433,799,45.81
Enterococcus faecalis,2023,1,836,869,1705,49.03
Enterococcus faecalis,2023,2,746,772,1518,49.14
Enterococcus faecalis,2023,3,803,871,1674,47.97
Enterococcus faecalis,2023,4,734,720,1454,50.48
Enterococcus faecalis,2023,5,813,858,1671,48.65
Enterococcus faecalis,2023,6,733,802,1535,47.75
Enterococcus faecalis,2023,7,724,805,1529,47.35
Enterococcus faecalis,2023,8,685,836,1521,45.04
Enterococcus faecalis,2023,9,626,806,1432,43.72
Enterococcus faecalis,2023,10,610,854,1464,41.67
Enterococcus faecalis,2023,11,654,699,1353,48.34
Enterococcus faecalis,2023,12,591,727,1318,44.84
Enterococcus faecalis,2024,1,689,883,1572,43.83
Enterococcus faecalis,2024,2,673,785,1458,46.16
Enterococcus faecalis,2024,3,726,777,1503,48.3
Enterococcus faecalis,2024,4,738,716,1454,50.76
Enterococcus faecalis,2024,5,733,736,1469,49.9
Enterococcus faecalis,2024,6,652,670,1322,49.32
Enterococcus faecalis,2024,7,660,675,1335,49.44
Enterococcus faecalis,2024,8,704,634,1338,52.62
Enterococcus faecalis,2024,9,639,630,1269,50.35
Enterococcus faecalis,2024,10,666,688,1354,49.19
Enterococcus faecalis,2024,11,589,589,1178,50.0
Enterococcus faecalis,2024,12,641,638,1279,50.12
Enterococcus faecium,2015,1,35,223,258,13.57
Enterococcus faecium,2015,2,40,202,242,16.53
Enterococcus faecium,2015,3,39,208,247,15.79
Enterococcus faecium,2015,4,42,194,236,17.8
Enterococcus faecium,2015,5,57,192,249,22.89
Enterococcus faecium,2015,6,81,188,269,30.11
Enterococcus faecium,2015,7,77,201,278,27.7
Enterococcus faecium,2015,8,64,184,248,25.81
Enterococcus faecium,2015,9,40,205,245,16.33
Enterococcus faecium,2015,10,40,195,235,17.02
Enterococcus faecium,2015,11,31,157,188,16.49
Enterococcus faecium,2015,12,44,179,223,19.73
Enterococcus faecium,2016,1,91,330,421,21.62
Enterococcus faecium,2016,2,88,336,424,20.75
Enterococcus faecium,2016,3,86,381,467,18.42
Enterococcus faecium,2016,4,114,398,512,22.27
Enterococcus faecium,2016,5,75,374,449,16.7
Enterococcus faecium,2016,6,86,296,382,22.51
Enterococcus faecium,2016,7,93,283,376,24.73
Enterococcus faecium,2016,8,104,356,460,22.61
Enterococcus faecium,2016,9,81,323,404,20.05
Enterococcus faecium,2016,10,68,344,412,16.5
Enterococcus faecium,2016,11,92,329,421,21.85
Enterococcus faecium,2016,12,96,370,466,20.6
Enterococcus faecium,2017,1,201,512,713,28.19
Enterococcus faecium,2017,2,147,482,629,23.37
Enterococcus faecium,2017,3,161,568,729,22.09
Enterococcus faecium,2017,4,151,514,665,22.71
Enterococcus faecium,2017,5,175,504,679,25.77
Enterococcus faecium,2017,6,140,503,643,21.77
Enterococcus faecium,2017,7,182,499,681,26.73
Enterococcus faecium,2017,8,175,518,693,25.25
Enterococcus faecium,2017,9,166,498,664,25.0
Enterococcus faecium,2017,10,171,501,672,25.45
Enterococcus faecium,2017,11,184,487,671,27.42
Enterococcus faecium,2017,12,190,519,709,26.8
Enterococcus faecium,2018,1,309,482,791,39.06
Enterococcus faecium,2018,2,228,493,721,31.62
Enterococcus faecium,2018,3,248,506,754,32.89
Enterococcus faecium,2018,4,211,502,713,29.59
Enterococcus faecium,2018,5,232,560,792,29.29
Enterococcus faecium,2018,6,240,451,691,34.73
Enterococcus faecium,2018,7,285,473,758,37.6
Enterococcus faecium,2018,8,220,472,692,31.79
Enterococcus faecium,2018,9,213,513,726,29.34
Enterococcus faecium,2018,10,203,488,691,29.38
Enterococcus faecium,2018,11,265,446,711,37.27
Enterococcus faecium,2018,12,270,376,646,41.8
Enterococcus faecium,2019,1,513,534,1047,49.0
Enterococcus faecium,2019,2,459,551,1010,45.45
Enterococcus faecium,2019,3,455,603,1058,43.01
Enterococcus faecium,2019,4,511,623,1134,45.06
Enterococcus faecium,2019,5,543,565,1108,49.01
Enterococcus faecium,2019,6,477,470,947,50.37
Enterococcus faecium,2019,7,464,511,975,47.59
Enterococcus faecium,2019,8,408,507,915,44.59
Enterococcus faecium,2019,9,407,464,871,46.73
Enterococcus faecium,2019,10,490,545,1035,47.34
Enterococcus faecium,2019,11,461,477,938,49.15
Enterococcus faecium,2019,12,444,413,857,51.81
Enterococcus faecium,2020,1,694,564,1258,55.17
Enterococcus faecium,2020,2,548,458,1006,54.47
Enterococcus faecium,2020,3,608,437,1045,58.18
Enterococcus faecium,2020,4,473,346,819,57.75
Enterococcus faecium,2020,5,525,422,947,55.44
Enterococcus faecium,2020,6,547,397,944,57.94
Enterococcus faecium,2020,7,601,449,1050,57.24
Enterococcus faecium,2020,8,641,444,1085,59.08
Enterococcus faecium,2020,9,610,383,993,61.43
Enterococcus faecium,2020,10,612,376,988,61.94
Enterococcus faecium,2020,11,577,387,964,59.85
Enterococcus faecium,2020,12,603,428,1031,58.49
Enterococcus faecium,2021,1,675,399,1074,62.85
Enterococcus faecium,2021,2,631,384,1015,62.17
Enterococcus faecium,2021,3,797,421,1218,65.44
Enterococcus faecium,2021,4,626,353,979,63.94
Enterococcus faecium,2021,5,668,362,1030,64.85
Enterococcus faecium,2021,6,652,332,984,66.26
Enterococcus faecium,2021,7,572,326,898,63.7
Enterococcus faecium,2021,8,601,308,909,66.12
Enterococcus faecium,2021,9,553,317,870,63.56
Enterococcus faecium,2021,10,567,311,878,64.58
Enterococcus faecium,2021,11,537,308,845,63.55
Enterococcus faecium,2021,12,554,368,922,60.09
Enterococcus faecium,2022,1,677,319,996,67.97
Enterococcus faecium,2022,2,591,302,893,66.18
Enterococcus faecium,2022,3,672,351,1023,65.69
Enterococcus faecium,2022,4,604,346,950,63.58
Enterococcus faecium,2022,5,599,334,933,64.2
Enterococcus faecium,2022,6,589,357,946,62.26
Enterococcus faecium,2022,7,388,221,609,63.71
Enterococcus faecium,2022,8,400,238,638,62.7
Enterococcus faecium,2022,9,391,182,573,68.24
Enterococcus faecium,2022,10,403,194,597,67.5
Enterococcus faecium,2022,11,402,177,579,69.43
Enterococcus faecium,2022,12,405,188,593,68.3
Enterococcus faecium,2023,1,804,384,1188,67.68
Enterococcus faecium,2023,2,774,364,1138,68.01
Enterococcus faecium,2023,3,849,355,1204,70.51
Enterococcus faecium,2023,4,828,312,1140,72.63
Enterococcus faecium,2023,5,860,298,1158,74.27
Enterococcus faecium,2023,6,721,310,1031,69.93
Enterococcus faecium,2023,7,661,280,941,70.24
Enterococcus faecium,2023,8,624,306,930,67.1
Enterococcus faecium,2023,9,677,284,961,70.45
Enterococcus faecium,2023,10,659,288,947,69.59
Enterococcus faecium,2023,11,715,286,1001,71.43
Enterococcus faecium,2023,12,629,279,908,69.27
Enterococcus faecium,2024,1,805,294,1099,73.25
Enterococcus faecium,2024,2,728,242,970,75.05
Enterococcus faecium,2024,3,762,273,1035,73.62
Enterococcus faecium,2024,4,788,216,1004,78.49
Enterococcus faecium,2024,5,720,219,939,76.68
Enterococcus faecium,2024,6,677,200,877,77.19
Enterococcus faecium,2024,7,682,183,865,78.84
Enterococcus faecium,2024,8,718,186,904,79.42
Enterococcus faecium,2024,9,566,168,734,77.11
Enterococcus faecium,2024,10,772,173,945,81.69
Enterococcus faecium,2024,11,696,144,840,82.86
Enterococcus faecium,2024,12,616,191,807,76.33
Escherichia coli,2015,1,1387,1057,2444,56.75
Escherichia coli,2015,2,1253,917,2170,57.74
Escherichia coli,2015,3,1222,928,2150,56.84
Escherichia coli,2015,4,1235,940,2175,56.78
Escherichia coli,2015,5,1342,1035,2377,56.46
Escherichia coli,2015,6,1247,963,2210,56.43
Escherichia coli,2015,7,1404,1017,2421,57.99
Escherichia coli,2015,8,1306,1023,2329,56.08
Escherichia coli,2015,9,1292,976,2268,56.97
Escherichia coli,2015,10,1248,962,2210,56.47
Escherichia coli,2015,11,1067,857,1924,55.46
Escherichia coli,2015,12,1186,933,2119,55.97
Escherichia coli,2016,1,2235,1865,4100,54.51
Escherichia coli,2016,2,2023,1625,3648,55.46
Escherichia coli,2016,3,2262,1794,4056,55.77
Escherichia coli,2016,4,2120,1795,3915,54.15
Escherichia coli,2016,5,2064,1839,3903,52.88
Escherichia coli,2016,6,2074,1738,3812,54.41
Escherichia coli,2016,7,2129,1797,3926,54.23
Escherichia coli,2016,8,2079,1847,3926,52.95
Escherichia coli,2016,9,1950,1641,3591,54.3
Escherichia coli,2016,10,2018,1627,3645,55.36
Escherichia coli,2016,11,2013,1606,3619,55.62
Escherichia coli,2016,12,1917,1619,3536,54.21
Escherichia coli,2017,1,4013,2636,6649,60.35
Escherichia coli,2017,2,3269,2420,5689,57.46
Escherichia coli,2017,3,3577,2648,6225,57.46
Escherichia coli,2017,4,3368,2683,6051,55.66
Escherichia coli,2017,5,3463,2647,6110,56.68
Escherichia coli,2017,6,3207,2581,5788,55.41
Escherichia coli,2017,7,3374,2519,5893,57.25
Escherichia coli,2017,8,3442,2496,5938,57.97
Escherichia coli,2017,9,3116,2278,5394,57.77
Escherichia coli,2017,10,3183,2301,5484,58.04
Escherichia coli,2017,11,3045,2280,5325,57.18
Escherichia coli,2017,12,2904,2280,5184,56.02
Escherichia coli,2018,1,3733,2786,6519,57.26
Escherichia coli,2018,2,3189,2478,5667,56.27
Escherichia coli,2018,3,3473,2811,6284,55.27
Escherichia coli,2018,4,3146,2458,5604,56.14
Escherichia coli,2018,5,3187,2703,5890,54.11
Escherichia coli,2018,6,3176,2440,5616,56.55
Escherichia coli,2018,7,3360,2565,5925,56.71
Escherichia coli,2018,8,3093,2495,5588,55.35
Escherichia coli,2018,9,3108,2358,5466,56.86
Escherichia coli,2018,10,3000,2422,5422,55.33
Escherichia coli,2018,11,2992,2436,5428,55.12
Escherichia coli,2018,12,2832,2189,5021,56.4
Escherichia coli,2019,1,4234,3224,7458,56.77
Escherichia coli,2019,2,3487,2722,6209,56.16
Escherichia coli,2019,3,3763,2934,6697,56.19
Escherichia coli,2019,4,3531,2765,6296,56.08
Escherichia coli,2019,5,3820,3041,6861,55.68
Escherichia coli,2019,6,3314,2687,6001,55.22
Escherichia coli,2019,7,3415,2865,6280,54.38
Escherichia coli,2019,8,3297,2705,6002,54.93
Escherichia coli,2019,9,3163,2606,5769,54.83
Escherichia coli,2019,10,3299,2795,6094,54.14
Escherichia coli,2019,11,2849,2484,5333,53.42
Escherichia coli,2019,12,2581,2461,5042,51.19
Escherichia coli,2020,1,4621,3034,7655,60.37
Escherichia coli,2020,2,3737,2471,6208,60.2
Escherichia coli,2020,3,3470,2411,5881,59.0
Escherichia coli,2020,4,2710,2048,4758,56.96
Escherichia coli,2020,5,3261,2479,5740,56.81
Escherichia coli,2020,6,3373,2440,5813,58.03
Escherichia coli,2020,7,3467,2464,5931,58.46
Escherichia coli,2020,8,3711,2476,6187,59.98
Escherichia coli,2020,9,3610,2408,6018,59.99
Escherichia coli,2020,10,3650,2649,6299,57.95
Escherichia coli,2020,11,3543,2509,6052,58.54
Escherichia coli,2020,12,3330,2532,5862,56.81
Escherichia coli,2021,1,3749,2634,6383,58.73
Escherichia coli,2021,2,3354,2480,5834,57.49
Escherichia coli,2021,3,3717,2867,6584,56.46
Escherichia coli,2021,4,2933,2391,5324,55.09
Escherichia coli,2021,5,3110,2225,5335,58.29
Escherichia coli,2021,6,3144,2379,5523,56.93
Escherichia coli,2021,7,2589,2040,4629,55.93
Escherichia coli,2021,8,2620,1992,4612,56.81
Escherichia coli,2021,9,2741,2043,4784,57.3
Escherichia coli,2021,10,2675,2126,4801,55.72
Escherichia coli,2021,11,2614,2165,4779,54.7
Escherichia coli,2021,12,2524,2114,4638,54.42
Escherichia coli,2022,1,2876,2291,5167,55.66
Escherichia coli,2022,2,2350,2144,4494,52.29
Escherichia coli,2022,3,2490,2345,4835,51.5
Escherichia coli,2022,4,2418,2172,4590,52.68
Escherichia coli,2022,5,2460,2170,4630,53.13
Escherichia coli,2022,6,2318,2308,4626,50.11
Escherichia coli,2022,7,1529,1658,3187,47.98
Escherichia coli,2022,8,1637,1813,3450,47.45
Escherichia coli,2022,9,1653,1524,3177,52.03
Escherichia coli,2022,10,1614,1460,3074,52.5
Escherichia coli,2022,11,1564,1576,3140,49.81
Escherichia coli,2022,12,1601,1549,3150,50.83
Escherichia coli,2023,1,3434,2776,6210,55.3
Escherichia coli,2023,2,2952,2605,5557,53.12
Escherichia coli,2023,3,3272,2914,6186,52.89
Escherichia coli,2023,4,3101,2745,5846,53.04
Escherichia coli,2023,5,3246,2845,6091,53.29
Escherichia coli,2023,6,2919,2816,5735,50.9
Escherichia coli,2023,7,2814,2502,5316,52.93
Escherichia coli,2023,8,2882,2491,5373,53.64
Escherichia coli,2023,9,2733,2362,5095,53.64
Escherichia coli,2023,10,2786,2525,5311,52.46
Escherichia coli,2023,11,2638,2449,5087,51.86
Escherichia coli,2023,12,2484,2383,4867,51.04
Escherichia coli,2024,1,3275,2774,6049,54.14
Escherichia coli,2024,2,2903,2594,5497,52.81
Escherichia coli,2024,3,3049,2635,5684,53.64
Escherichia coli,2024,4,2889,2747,5636,51.26
Escherichia coli,2024,5,2905,2719,5624,51.65
Escherichia coli,2024,6,2733,2503,5236,52.2
Escherichia coli,2024,7,2682,2330,5012,53.51
Escherichia coli,2024,8,2591,2336,4927,52.59
Escherichia coli,2024,9,2529,2174,4703,53.77
Escherichia coli,2024,10,2623,2251,4874,53.82
Escherichia coli,2024,11,2400,2056,4456,53.86
Escherichia coli,2024,12,2184,2053,4237,51.55
Haemophilus influenzae,2015,1,6,61,67,8.96
Haemophilus influenzae,2015,2,10,67,77,12.99
Haemophilus influenzae,2015,3,9,70,79,11.39
Haemophilus influenzae,2015,4,6,53,59,10.17
Haemophilus influenzae,2015,5,8,36,44,18.18
Haemophilus influenzae,2015,6,3,27,30,10.0
Haemophilus influenzae,2015,7,8,29,37,21.62
Haemophilus influenzae,2015,8,2,32,34,5.88
Haemophilus influenzae,2015,9,4,39,43,9.3
Haemophilus influenzae,2015,10,6,52,58,10.34
Haemophilus influenzae,2015,11,3,44,47,6.38
Haemophilus influenzae,2015,12,7,47,54,12.96
Haemophilus influenzae,2016,1,11,92,103,10.68
Haemophilus influenzae,2016,2,21,145,166,12.65
Haemophilus influenzae,2016,3,11,173,184,5.98
Haemophilus influenzae,2016,4,9,106,115,7.83
Haemophilus influenzae,2016,5,2,67,69,2.9
Haemophilus influenzae,2016,6,7,75,82,8.54
Haemophilus influenzae,2016,7,6,85,91,6.59
Haemophilus influenzae,2016,8,5,79,84,5.95
Haemophilus influenzae,2016,9,10,60,70,14.29
Haemophilus influenzae,2016,10,10,89,99,10.1
Haemophilus influenzae,2016,11,8,60,68,11.76
Haemophilus influenzae,2016,12,4,89,93,4.3
Haemophilus influenzae,2017,1,10,173,183,5.46
Haemophilus influenzae,2017,2,18,175,193,9.33
Haemophilus influenzae,2017,3,10,193,203,4.93
Haemophilus influenzae,2017,4,12,138,150,8.0
Haemophilus influenzae,2017,5,9,112,121,7.44
Haemophilus influenzae,2017,6,11,124,135,8.15
Haemophilus influenzae,2017,7,11,138,149,7.38
Haemophilus influenzae,2017,8,8,126,134,5.97
Haemophilus influenzae,2017,9,11,173,184,5.98
Haemophilus influenzae,2017,10,11,137,148,7.43
Haemophilus influenzae,2017,11,10,88,98,10.2
Haemophilus influenzae,2017,12,10,142,152,6.58
Haemophilus influenzae,2018,1,5,200,205,2.44
Haemophilus influenzae,2018,2,15,246,261,5.75
Haemophilus influenzae,2018,3,18,256,274,6.57
Haemophilus influenzae,2018,4,8,166,174,4.6
Haemophilus influenzae,2018,5,11,111,122,9.02
Haemophilus influenzae,2018,6,6,121,127,4.72
Haemophilus influenzae,2018,7,9,122,131,6.87
