organism_full,year,month,ward_type,Resistant_Drug_Classes,pattern_count,total_rows_in_ward_month,percentage
Pseudomonas aeruginosa ,2019,4,icu,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,10,10.0
Pseudomonas aeruginosa ,2019,4,icu,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",1,10,10.0
Pseudomonas aeruginosa ,2019,5,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",5,7,71.43
Pseudomonas aeruginosa ,2019,5,icu,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",1,7,14.29
Pseudomonas aeruginosa ,2019,6,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",4,6,66.67
Pseudomonas aeruginosa ,2019,7,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,3,33.33
Pseudomonas aeruginosa ,2019,7,icu,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",1,3,33.33
Pseudomonas aeruginosa ,2019,8,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",8,16,50.0
Pseudomonas aeruginosa ,2019,8,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",4,16,25.0
Pseudomonas aeruginosa ,2019,8,icu,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",3,16,18.75
Pseudomonas aeruginosa ,2019,8,icu,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,16,6.25
Pseudomonas aeruginosa ,2019,9,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",7,12,58.33
Pseudomonas aeruginosa ,2019,9,icu,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,12,8.33
Pseudomonas aeruginosa ,2019,9,icu,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",1,12,8.33
Pseudomonas aeruginosa ,2019,10,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",4,5,80.0
Pseudomonas aeruginosa ,2019,11,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",5,7,71.43
Pseudomonas aeruginosa ,2019,11,icu,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",2,7,28.57
Pseudomonas aeruginosa ,2019,12,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",2,5,40.0
Pseudomonas aeruginosa ,2019,12,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",1,5,20.0
Pseudomonas aeruginosa ,2020,1,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",27,43,62.79
Pseudomonas aeruginosa ,2020,1,icu,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",5,43,11.63
Pseudomonas aeruginosa ,2020,1,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",2,43,4.65
Pseudomonas aeruginosa ,2020,1,icu,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,43,2.33
Pseudomonas aeruginosa ,2020,2,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",15,22,68.18
Pseudomonas aeruginosa ,2020,2,icu,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",2,22,9.09
Pseudomonas aeruginosa ,2020,2,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",1,22,4.55
Pseudomonas aeruginosa ,2020,2,icu,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",1,22,4.55
Pseudomonas aeruginosa ,2020,3,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",8,18,44.44
Pseudomonas aeruginosa ,2020,3,icu,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",3,18,16.67
Pseudomonas aeruginosa ,2020,3,icu,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",2,18,11.11
Pseudomonas aeruginosa ,2020,3,icu,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,18,5.56
Pseudomonas aeruginosa ,2020,4,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",6,21,28.57
Pseudomonas aeruginosa ,2020,4,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",5,21,23.81
Pseudomonas aeruginosa ,2020,4,icu,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",5,21,23.81
Pseudomonas aeruginosa ,2020,4,icu,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",2,21,9.52
Pseudomonas aeruginosa ,2020,5,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",4,11,36.36
Pseudomonas aeruginosa ,2020,5,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",4,11,36.36
Pseudomonas aeruginosa ,2020,5,icu,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",1,11,9.09
Pseudomonas aeruginosa ,2020,6,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",7,14,50.0
Pseudomonas aeruginosa ,2020,6,icu,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,14,7.14
Pseudomonas aeruginosa ,2020,6,icu,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",1,14,7.14
Pseudomonas aeruginosa ,2020,7,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",17,29,58.62
Pseudomonas aeruginosa ,2020,7,icu,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",3,29,10.34
Pseudomonas aeruginosa ,2020,7,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",1,29,3.45
Pseudomonas aeruginosa ,2020,7,icu,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,29,3.45
Pseudomonas aeruginosa ,2020,8,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",11,23,47.83
Pseudomonas aeruginosa ,2020,8,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",3,23,13.04
Pseudomonas aeruginosa ,2020,8,icu,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",2,23,8.7
Pseudomonas aeruginosa ,2020,8,icu,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,23,4.35
Pseudomonas aeruginosa ,2020,9,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",10,19,52.63
Pseudomonas aeruginosa ,2020,9,icu,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",4,19,21.05
Pseudomonas aeruginosa ,2020,9,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",2,19,10.53
Pseudomonas aeruginosa ,2020,9,icu,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,19,5.26
Pseudomonas aeruginosa ,2020,10,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",17,35,48.57
Pseudomonas aeruginosa ,2020,10,icu,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",4,35,11.43
Pseudomonas aeruginosa ,2020,10,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",3,35,8.57
Pseudomonas aeruginosa ,2020,10,icu,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",2,35,5.71
Pseudomonas aeruginosa ,2020,10,icu,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,35,2.86
Pseudomonas aeruginosa ,2020,11,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",14,25,56.0
Pseudomonas aeruginosa ,2020,11,icu,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",3,25,12.0
Pseudomonas aeruginosa ,2020,11,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",2,25,8.0
Pseudomonas aeruginosa ,2020,11,icu,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",2,25,8.0
Pseudomonas aeruginosa ,2020,11,icu,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",1,25,4.0
Pseudomonas aeruginosa ,2020,12,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",12,22,54.55
Pseudomonas aeruginosa ,2020,12,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",3,22,13.64
Pseudomonas aeruginosa ,2020,12,icu,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",2,22,9.09
Pseudomonas aeruginosa ,2020,12,icu,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,22,4.55
Pseudomonas aeruginosa ,2020,12,icu,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,22,4.55
Pseudomonas aeruginosa ,2021,1,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",29,66,43.94
Pseudomonas aeruginosa ,2021,1,icu,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",11,66,16.67
Pseudomonas aeruginosa ,2021,1,icu,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",8,66,12.12
Pseudomonas aeruginosa ,2021,1,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",4,66,6.06
Pseudomonas aeruginosa ,2021,1,icu,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",2,66,3.03
Pseudomonas aeruginosa ,2021,2,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",34,65,52.31
Pseudomonas aeruginosa ,2021,2,icu,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",9,65,13.85
Pseudomonas aeruginosa ,2021,2,icu,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",7,65,10.77
Pseudomonas aeruginosa ,2021,2,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",5,65,7.69
Pseudomonas aeruginosa ,2021,2,icu,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,65,1.54
Pseudomonas aeruginosa ,2021,3,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",26,47,55.32
Pseudomonas aeruginosa ,2021,3,icu,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",5,47,10.64
Pseudomonas aeruginosa ,2021,3,icu,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",4,47,8.51
Pseudomonas aeruginosa ,2021,3,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",3,47,6.38
Pseudomonas aeruginosa ,2021,3,icu,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",3,47,6.38
Pseudomonas aeruginosa ,2021,4,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",36,57,63.16
Pseudomonas aeruginosa ,2021,4,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",7,57,12.28
Pseudomonas aeruginosa ,2021,4,icu,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",4,57,7.02
Pseudomonas aeruginosa ,2021,4,icu,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",4,57,7.02
Pseudomonas aeruginosa ,2021,4,icu,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",3,57,5.26
Pseudomonas aeruginosa ,2021,5,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",32,55,58.18
Pseudomonas aeruginosa ,2021,5,icu,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",6,55,10.91
Pseudomonas aeruginosa ,2021,5,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",5,55,9.09
Pseudomonas aeruginosa ,2021,5,icu,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",4,55,7.27
Pseudomonas aeruginosa ,2021,6,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",22,54,40.74
Pseudomonas aeruginosa ,2021,6,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",8,54,14.81
Pseudomonas aeruginosa ,2021,6,icu,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",5,54,9.26
Pseudomonas aeruginosa ,2021,6,icu,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",3,54,5.56
Pseudomonas aeruginosa ,2021,6,icu,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",3,54,5.56
Pseudomonas aeruginosa ,2021,7,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",26,48,54.17
Pseudomonas aeruginosa ,2021,7,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",7,48,14.58
Pseudomonas aeruginosa ,2021,7,icu,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",5,48,10.42
Pseudomonas aeruginosa ,2021,7,icu,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",3,48,6.25
Pseudomonas aeruginosa ,2021,8,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",13,31,41.94
Pseudomonas aeruginosa ,2021,8,icu,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",7,31,22.58
Pseudomonas aeruginosa ,2021,8,icu,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",6,31,19.35
Pseudomonas aeruginosa ,2021,8,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",2,31,6.45
Pseudomonas aeruginosa ,2021,8,icu,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,31,3.23
Pseudomonas aeruginosa ,2021,9,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",20,42,47.62
Pseudomonas aeruginosa ,2021,9,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",5,42,11.9
Pseudomonas aeruginosa ,2021,9,icu,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",5,42,11.9
Pseudomonas aeruginosa ,2021,9,icu,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",4,42,9.52
Pseudomonas aeruginosa ,2021,9,icu,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",3,42,7.14
Pseudomonas aeruginosa ,2021,10,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",17,46,36.96
Pseudomonas aeruginosa ,2021,10,icu,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",6,46,13.04
Pseudomonas aeruginosa ,2021,10,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",5,46,10.87
Pseudomonas aeruginosa ,2021,10,icu,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",3,46,6.52
Pseudomonas aeruginosa ,2021,10,icu,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",1,46,2.17
Pseudomonas aeruginosa ,2021,11,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",18,51,35.29
Pseudomonas aeruginosa ,2021,11,icu,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",6,51,11.76
Pseudomonas aeruginosa ,2021,11,icu,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",6,51,11.76
Pseudomonas aeruginosa ,2021,11,icu,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",3,51,5.88
Pseudomonas aeruginosa ,2021,11,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",2,51,3.92
Pseudomonas aeruginosa ,2021,12,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",24,41,58.54
Pseudomonas aeruginosa ,2021,12,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",4,41,9.76
Pseudomonas aeruginosa ,2021,12,icu,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",4,41,9.76
Pseudomonas aeruginosa ,2021,12,icu,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",3,41,7.32
Pseudomonas aeruginosa ,2021,12,icu,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",2,41,4.88
Pseudomonas aeruginosa ,2022,1,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",11,21,52.38
Pseudomonas aeruginosa ,2022,1,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",3,21,14.29
Pseudomonas aeruginosa ,2022,1,icu,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",3,21,14.29
Pseudomonas aeruginosa ,2022,1,icu,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,21,4.76
Pseudomonas aeruginosa ,2022,1,icu,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,21,4.76
Pseudomonas aeruginosa ,2022,2,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",6,14,42.86
Pseudomonas aeruginosa ,2022,2,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",3,14,21.43
Pseudomonas aeruginosa ,2022,2,icu,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",2,14,14.29
Pseudomonas aeruginosa ,2022,2,icu,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,14,7.14
Pseudomonas aeruginosa ,2022,2,icu,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,14,7.14
Pseudomonas aeruginosa ,2022,3,icu,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",8,19,42.11
Pseudomonas aeruginosa ,2022,3,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",4,19,21.05
Pseudomonas aeruginosa ,2022,3,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",3,19,15.79
Pseudomonas aeruginosa ,2022,3,icu,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",1,19,5.26
Pseudomonas aeruginosa ,2022,4,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",8,16,50.0
Pseudomonas aeruginosa ,2022,4,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",4,16,25.0
Pseudomonas aeruginosa ,2022,4,icu,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,16,6.25
Pseudomonas aeruginosa ,2022,5,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",5,14,35.71
Pseudomonas aeruginosa ,2022,5,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",4,14,28.57
Pseudomonas aeruginosa ,2022,5,icu,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,14,7.14
Pseudomonas aeruginosa ,2022,5,icu,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,14,7.14
Pseudomonas aeruginosa ,2022,6,icu,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",3,13,23.08
Pseudomonas aeruginosa ,2022,6,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",2,13,15.38
Pseudomonas aeruginosa ,2022,6,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",1,13,7.69
Pseudomonas aeruginosa ,2022,6,icu,"CARBAPENEMS, CEPHEMS, β-LACTAM COMBINATION AGENTS",1,13,7.69
Pseudomonas aeruginosa ,2022,6,icu,"CARBAPENEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,13,7.69
Pseudomonas aeruginosa ,2022,7,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",4,7,57.14
Pseudomonas aeruginosa ,2022,7,icu,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES",1,7,14.29
Pseudomonas aeruginosa ,2022,7,icu,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,7,14.29
